,title,street,city,country_code,address_text,marker_icon,workplace_type,company_name,company_url,company_size,experience_level,latitude,longitude,published_at,remote_interview,id,employment_types,company_logo_url,skills,remote,min_salary,max_salary,b2b,permament,mandate_contract,react,angular,vue,sum_of_skill_levels
81,Senior Frontend Developer,-,Trójmiasto,PL,"-, Trójmiasto",javascript,partly_remote,Cloudinary,https://cloudinary.com/,400,senior,54.3919577,18.5406663,2022-02-18T09:00:31.954Z,True,cloudinary-senior-frontend-developer-trojmiasto,"[{""type"": ""b2b"", ""salary"": {""from"": 24000, ""to"": 33000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/1aa252bc4efb8a96e984c27e155c959803a3753f.png?1644316249,"[{""name"": ""HTML5"", ""level"": 4}, {""name"": ""JavaScript"", ""level"": 4}, {""name"": ""TypeScript"", ""level"": 4}]",False,24000.0,33000.0,1,0,0,0,0,0,12
82,Senior Frontend Developer,-,Warszawa,PL,"-, Warszawa",javascript,partly_remote,Cloudinary,https://cloudinary.com/,400,senior,52.2296756,21.0122287,2022-02-18T09:00:31.954Z,True,cloudinary-senior-frontend-developer-warszawa,"[{""type"": ""b2b"", ""salary"": {""from"": 24000, ""to"": 33000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/bdceba1cfb5ef5e0316c468870c96dd31c3fe7dd.png?1644316187,"[{""name"": ""HTML5"", ""level"": 4}, {""name"": ""JavaScript"", ""level"": 4}, {""name"": ""TypeScript"", ""level"": 4}]",False,24000.0,33000.0,1,0,0,0,0,0,12
83,Senior Frontend Developer,-,Wrocław,PL,"-, Wrocław",javascript,partly_remote,Cloudinary,https://cloudinary.com/,400,senior,51.1078852,17.0385376,2022-02-18T09:00:31.954Z,True,cloudinary-senior-frontend-developer-wroclaw,"[{""type"": ""b2b"", ""salary"": {""from"": 24000, ""to"": 33000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/4a2ff54dad4ada0dd318108df9ef9f23bb68fb5b.png?1644316203,"[{""name"": ""HTML5"", ""level"": 4}, {""name"": ""JavaScript"", ""level"": 4}, {""name"": ""TypeScript"", ""level"": 4}]",False,24000.0,33000.0,1,0,0,0,0,0,12
84,Mid Vue.js Frontend Developer,Śląska 21,Gdynia,PL,"Śląska 21, Gdynia",javascript,partly_remote,HRtec,https://www.hrtec.pl/,40+,mid,54.516555,18.532493,2022-02-18T09:00:31.954Z,True,hrtec-mid-frontend-developer,"[{""type"": ""b2b"", ""salary"": {""from"": 8000, ""to"": 13000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/2134e927b1ca5eb7a13cbac0d707c6c0253e6fd9.png?1624618932,"[{""name"": ""SCSS"", ""level"": 3}, {""name"": ""CSS"", ""level"": 3}, {""name"": ""HTML5"", ""level"": 3}]",False,8000.0,13000.0,1,0,0,0,0,1,9
85,Frontend Developer (React or Angular),Marcelińska 90,Poznań,PL,"Marcelińska 90, Poznań",javascript,remote,Macrix Technology Group,http://www.macrix.eu,60+,mid,52.4042032,16.8657977,2022-02-18T09:00:00.000Z,True,macrix-technology-group-web-developer,"[{""type"": ""b2b"", ""salary"": {""from"": 10500, ""to"": 19500, ""currency"": ""pln""}}, {""type"": ""permanent"", ""salary"": {""from"": 8500, ""to"": 17000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/f5333bb0820f71df5b73c5ee656bb36a2ec49d84.png?1636548634,"[{""name"": ""JavaScript"", ""level"": 3}, {""name"": ""CSS"", ""level"": 4}, {""name"": ""HTML4"", ""level"": 4}]",True,8500.0,17000.0,1,1,0,1,1,0,11
86,Frontend Developer,-,Gdańsk,PL,"-, Gdańsk",javascript,remote,WLOG Solutions Sp. z o.o.,https://www.wlogsolutions.com/,15-20,mid,54.3520252,18.6466384,2022-02-18T08:00:21.282Z,True,wlog-solutions-sp-z-o-o-frontend-developer-gdansk,"[{""type"": ""b2b"", ""salary"": {""from"": 16000, ""to"": 21000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/ad612ee16dbef5bec6309e528999ce9584e199cd.png?1643097101,"[{""name"": ""React"", ""level"": 3}, {""name"": ""TypeScript"", ""level"": 3}, {""name"": ""Angular"", ""level"": 3}]",True,16000.0,21000.0,1,0,0,1,1,0,9
87,"Senior Frontend Engineer (TS, React)",Centrum,Warszawa,PL,"Centrum, Warszawa",javascript,remote,Evolution,https://www.evolution.com/careers/engineering/,10000+,senior,52.2302091,21.0113922,2022-02-18T08:00:21.282Z,True,evolution-senior-frontend-engineer-ts-react,"[{""type"": ""b2b"", ""salary"": {""from"": 25800, ""to"": 36400, ""currency"": ""pln""}}, {""type"": ""permanent"", ""salary"": {""from"": 23000, ""to"": 32500, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/574570d3494c28d3d6a14420d9a2443eb8fae637.png?1644480710,"[{""name"": ""React"", ""level"": 4}, {""name"": ""TypeScript"", ""level"": 4}, {""name"": ""JavaScript"", ""level"": 4}]",True,23000.0,32500.0,1,1,0,1,0,0,12
88,Frontend Angular Developer,Prosta 20,Warszawa,PL,"Prosta 20, Warszawa",javascript,remote,Crealogix,https://crealogix.com/en,700+,mid,52.2324474,20.9929124,2022-02-18T08:00:21.282Z,True,crealogix-frontend-angular-developer,"[{""type"": ""b2b"", ""salary"": {""from"": 15000, ""to"": 20000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/397a942dd099d5d3adcdfc446442ab6ef2475e86.png?1632297811,"[{""name"": ""CSS"", ""level"": 3}, {""name"": ""TypeScript"", ""level"": 4}, {""name"": ""Angular"", ""level"": 4}]",True,15000.0,20000.0,1,0,0,0,1,0,11
89,Remote Frontend Developer Vue.js,Centrum,Warszawa,PL,"Centrum, Warszawa",javascript,remote,Divante S.A.,https://divante.com/,300+,mid,52.2302091,21.0113922,2022-02-18T08:00:21.282Z,True,divante-s-a-remote-javascript-developer,"[{""type"": ""b2b"", ""salary"": {""from"": 10920, ""to"": 18480, ""currency"": ""pln""}}, {""type"": ""permanent"", ""salary"": {""from"": 9000, ""to"": 15300, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/36cf62c74da669b7e023d5a4a859a9d31355e0b1.png?1640185053,"[{""name"": ""ReactJS"", ""level"": 2}, {""name"": ""Vue.js"", ""level"": 3}, {""name"": ""English"", ""level"": 4}]",True,9000.0,15300.0,1,1,0,1,0,1,9
90,Angular Frontend Developer (Remote),Wielicka,Kraków,PL,"Wielicka, Kraków",javascript,remote,braf.tech,https://braf.tech,20+,mid,50.0156249,19.9948761,2022-02-18T00:00:17.641Z,True,braf-tech-angular-frontend-developer-remote,"[{""type"": ""b2b"", ""salary"": {""from"": 14000, ""to"": 21000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/bda637981e218138bd52b4939bdc06481b64b8fe.png?1644625165,"[{""name"": ""HTML"", ""level"": 3}, {""name"": ""Angular Material"", ""level"": 3}, {""name"": ""Angular 5+"", ""level"": 4}]",True,14000.0,21000.0,1,0,0,0,1,0,10
91,Frontend developer,Conrada 63,Kraków,PL,"Conrada 63, Kraków",javascript,remote,SmartFrame,https://smartframe.io,20+,mid,50.0868983,19.8955812,2022-02-17T17:00:23.803Z,True,smartframe-frontend-developer,"[{""type"": ""b2b"", ""salary"": {""from"": 13000, ""to"": 17000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/f1b6ac2b5a655ad1ec932b2078274659124adfc6.png?1563187511,"[{""name"": ""Git"", ""level"": 3}, {""name"": ""JavaScript"", ""level"": 4}, {""name"": ""HTML5 / CSS3"", ""level"": 4}]",True,13000.0,17000.0,1,0,0,0,0,0,11
92,React Frontend Developer,Zieby 41,Warszawa,PL,"Zieby 41, Warszawa",javascript,remote,Blazity,http://www.blazity.com,10-20,mid,52.1502806,21.0250912,2022-02-17T17:00:23.803Z,True,blazity-react-frontend-developer-warszawa,"[{""type"": ""b2b"", ""salary"": {""from"": 17000, ""to"": 22000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/c46abc7a24887cecc4c83dede5d5cce4fba54701.png?1642005465,"[{""name"": ""Next.js"", ""level"": 4}, {""name"": ""ReactJS"", ""level"": 4}, {""name"": ""JavaScript"", ""level"": 4}]",True,17000.0,22000.0,1,0,0,1,0,0,12
93,Senior Frontend (React) Engineer,Centrum,Warszawa,PL,"Centrum, Warszawa",javascript,remote,Svitla Systems,https://svitla.com/,500+,senior,52.2302091,21.0113922,2022-02-17T17:00:23.803Z,True,svitla-systems-senior-frontend-react-engineer-7c586078-bfd3-42dc-9713-fa8a51d0c06a,"[{""type"": ""b2b"", ""salary"": {""from"": 21000, ""to"": 25000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/398b482a14fdf70530ee01de954fd772687a9dea.png?1643033626,"[{""name"": ""unit tests"", ""level"": 4}, {""name"": ""JavaScript"", ""level"": 4}, {""name"": ""React"", ""level"": 4}]",True,21000.0,25000.0,1,0,0,1,0,0,12
94,Senior Frontend (React) Engineer,Centrum,Szczecin,PL,"Centrum, Szczecin",javascript,remote,Svitla Systems,https://svitla.com/,500+,senior,53.4330206,14.5483542,2022-02-17T17:00:23.803Z,True,svitla-systems-senior-frontend-react-engineer-szczecin,"[{""type"": ""b2b"", ""salary"": {""from"": 21000, ""to"": 25000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/8716fa00243ea98510a1181c37f094cd8d9cac51.png?1643033644,"[{""name"": ""unit tests"", ""level"": 4}, {""name"": ""JavaScript"", ""level"": 4}, {""name"": ""React"", ""level"": 4}]",True,21000.0,25000.0,1,0,0,1,0,0,12
95,Frontend Developer (UI KIT Team),"Kolejowa 5/7, Warszawa",Warszawa,PL,"Kolejowa 5/7, Warszawa, Warszawa",javascript,remote,Docplanner Tech,https://docplanner.tech/,1000+,mid,52.2248967,20.9721353,2022-02-17T17:00:23.803Z,True,docplanner-tech-frontend-developer-ui-kit-team,"[{""type"": ""b2b"", ""salary"": {""from"": 14000, ""to"": 20000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/460b929e0391d2cdced57ade32a1fb37783fc37d.png?1643301706,"[{""name"": ""Angular"", ""level"": 3}, {""name"": ""React"", ""level"": 3}, {""name"": ""Vue.js"", ""level"": 3}]",True,14000.0,20000.0,1,0,0,1,1,1,9
96,Senior Frontend Engineer,Nutgrove Office Park,Dublin,IE,"Nutgrove Office Park, Dublin",net,remote,Roomex,http://roomex.com,50-150,senior,53.2918099,-6.2604985,2022-02-17T17:00:00.000Z,True,roomex-senior-frontend-engineer,"[{""type"": ""permanent"", ""salary"": None}]",https://bucket.justjoin.it/offers/company_logos/thumb/8125460182a8ffb9995d77b86b863277c4b98ca0.jpg?1643387978,"[{""name"": ""TypeScript"", ""level"": 4}, {""name"": ""ES6"", ""level"": 4}, {""name"": ""REST API"", ""level"": 4}]",True,,,0,0,0,0,0,0,12
97,Senior Frontend Developer,ul. Marszałkowska,Warszawa,PL,"ul. Marszałkowska, Warszawa",javascript,remote,Storm Ideas,https://stormideas.com/#intro,70-90,senior,52.228181,21.0125682,2022-02-17T16:57:00.000Z,True,storm-ideas-frontend-developer-b3577eab-bda4-4ec5-b33a-7931d98e822b,"[{""type"": ""b2b"", ""salary"": {""from"": 22000, ""to"": 30000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/e24c138c634a11da5b544aa2a43e4ded3ea93049.png?1633512281,"[{""name"": ""CSS"", ""level"": 4}, {""name"": ""HTML"", ""level"": 5}, {""name"": ""JavaScript"", ""level"": 5}]",True,22000.0,30000.0,1,0,0,0,0,0,14
98,Senior Frontend Developer (Vue 3),ul. Prosta 20,Warszawa,PL,"ul. Prosta 20, Warszawa",javascript,remote,Vue Storefront,https://www.vuestorefront.io/,50+,senior,52.2323755,20.9927578,2022-02-17T16:44:00.000Z,True,vue-storefront-senior-frontend-developer-vue-js,"[{""type"": ""b2b"", ""salary"": {""from"": 20000, ""to"": 26000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/ab826f20c03d04ca23862807636de787f39a4e9d.png?1639663058,"[{""name"": ""TypeScript"", ""level"": 5}, {""name"": ""Vue.js"", ""level"": 5}, {""name"": ""JavaScript"", ""level"": 5}]",True,20000.0,26000.0,1,0,0,0,0,1,15
99,Frontend Developer Vue.js (zdalnie),Stanisława Taczaka 24,Poznań,PL,"Stanisława Taczaka 24, Poznań",javascript,remote,Fairbox,https://fairbox.biz/,<200,mid,52.4053684,16.9240898,2022-02-17T16:00:22.861Z,True,fairbox-frontend-developer-js-vue-js-zdalnie,"[{""type"": ""b2b"", ""salary"": {""from"": 8000, ""to"": 14000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/91cc632b433630f6687addddaabbc35e085458a4.jpg?1641893973,"[{""name"": ""CSS3"", ""level"": 4}, {""name"": ""HTML5"", ""level"": 4}, {""name"": ""JavaScript"", ""level"": 4}]",True,8000.0,14000.0,1,0,0,0,0,1,12
100,Frontend Engineer (mid/senior/tech.lead),Sarego,Kraków,PL,"Sarego, Kraków",javascript,remote,Zowie,https://getzowie.com/,30+,mid,50.0567669,19.9427828,2022-02-17T16:00:22.861Z,True,zowie-frontend-engineer-mid-senior-tech-lead,"[{""type"": ""b2b"", ""salary"": {""from"": 15000, ""to"": 30000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/04ec37db8dfb626bf2226c00dd6d4d06f2697c85.png?1643385826,"[{""name"": ""CSS3"", ""level"": 3}, {""name"": ""HTML5"", ""level"": 3}, {""name"": ""React"", ""level"": 3}]",True,15000.0,30000.0,1,0,0,1,0,0,9
101,Frontend Developer (React),Ofiar Oświęcimskich 17,Wrocław,PL,"Ofiar Oświęcimskich 17, Wrocław",javascript,remote,Studio Software,https://studiosoftware.com,25+,mid,51.1084059,17.031682,2022-02-17T16:00:00.000Z,True,studio-software-frontend-developer-react,"[{""type"": ""b2b"", ""salary"": {""from"": 9000, ""to"": 14000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/751ea7c51f662e4bfd42e8188fffd633ffe2c3fc.png?1623999775,"[{""name"": ""React"", ""level"": 4}, {""name"": ""HTML5 / CSS3"", ""level"": 4}, {""name"": ""JavaScript"", ""level"": 4}]",True,9000.0,14000.0,1,0,0,1,0,0,12
102,Senior Frontend Developer (Vue 3),Centrum,Wrocław,PL,"Centrum, Wrocław",javascript,remote,Vue Storefront,https://www.vuestorefront.io/,50+,senior,51.1078852,17.0385376,2022-02-17T16:00:00.000Z,True,vue-storefront-senior-frontend-developer-vue-3,"[{""type"": ""b2b"", ""salary"": {""from"": 20000, ""to"": 26000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/5821d648a37b28859a14c2c580faaa2bbbe715c0.png?1645113180,"[{""name"": ""TypeScript"", ""level"": 5}, {""name"": ""Vue.js"", ""level"": 5}, {""name"": ""JavaScript"", ""level"": 5}]",True,20000.0,26000.0,1,0,0,0,0,1,15
103,Senior Frontend Developer (Vue 3),Centrum,Kraków,PL,"Centrum, Kraków",javascript,remote,Vue Storefront,https://www.vuestorefront.io/,50+,senior,50.0646501,19.9449799,2022-02-17T16:00:00.000Z,True,vue-storefront-senior-frontend-developer-vue-3-krakow,"[{""type"": ""b2b"", ""salary"": {""from"": 20000, ""to"": 26000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/75916ca84dee9feb29012b483a38e2499247b945.png?1645113200,"[{""name"": ""TypeScript"", ""level"": 5}, {""name"": ""Vue.js"", ""level"": 5}, {""name"": ""JavaScript"", ""level"": 5}]",True,20000.0,26000.0,1,0,0,0,0,1,15
104,Junior Frontend JavaScript Developer,Pojezierska 95B,Łódź,PL,"Pojezierska 95B, Łódź",javascript,partly_remote,TDSOFT,http://www.tdsoft.com,30,junior,51.8009779,19.4187883,2022-02-17T15:34:00.000Z,True,tdsoft-junior-frontend-javascript-developer-lodz,"[{""type"": ""mandate_contract"", ""salary"": {""from"": 5000, ""to"": 7000, ""currency"": ""pln""}}, {""type"": ""permanent"", ""salary"": {""from"": 5000, ""to"": 7000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/29682b58a7671bdfdcad497fcff8f73c917ff11e.png?1645112469,"[{""name"": ""TypeScript"", ""level"": 2}, {""name"": ""JavaScript"", ""level"": 2}, {""name"": ""React"", ""level"": 2}]",False,5000.0,7000.0,0,1,1,1,0,0,6
105,Frontend Developer,3 Maja 30,Rybnik,PL,"3 Maja 30, Rybnik",javascript,remote,fireup.pro,https://fireup.pro/,50-100,senior,50.0883014,18.543304,2022-02-17T15:00:15.208Z,True,fireup-pro-frontend-developer,"[{""type"": ""permanent"", ""salary"": None}]",https://bucket.justjoin.it/offers/company_logos/thumb/4f77f25d3ef9cdd2be4970c56d592d60f792923b.png?1643898931,"[{""name"": ""JavaScript"", ""level"": 4}, {""name"": ""React"", ""level"": 4}, {""name"": ""HTML5"", ""level"": 4}]",True,,,0,0,0,1,0,0,12
106,Frontend Engineer - Municipal Cloud MGMT,Krańcowa 5,Warszawa,PL,"Krańcowa 5, Warszawa",javascript,remote,Codilime,https://www.codilime.com/careers/,200+,mid,52.2026197,20.9277622,2022-02-17T15:00:15.208Z,True,codilime-frontend-engineer-municipal-cloud-mgmt,"[{""type"": ""b2b"", ""salary"": {""from"": 16500, ""to"": 27000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/6e4f7ec6183b926c347a0cb46d5d754892185a67.png?1643382097,"[{""name"": ""Node.js"", ""level"": 3}, {""name"": ""Redux"", ""level"": 3}, {""name"": ""React"", ""level"": 3}]",True,16500.0,27000.0,1,0,0,1,0,0,9
107,Frontend Developer,Dąbrowskiego 79A,Poznań,PL,"Dąbrowskiego 79A, Poznań",javascript,remote,Grupa Blix,https://grupablix.pl/,70+,mid,52.413958,16.8991969,2022-02-17T15:00:15.208Z,True,grupa-blix-frontend-developer,"[{""type"": ""b2b"", ""salary"": {""from"": 8000, ""to"": 12000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/e5e3adfbcb43a30076e096814b7bbd0cfa47c14c.jpg?1644244405,"[{""name"": ""React or Vue"", ""level"": 3}, {""name"": ""jQuery"", ""level"": 4}, {""name"": ""HTML5 / CSS3"", ""level"": 4}]",True,8000.0,12000.0,1,0,0,1,0,1,11
108,Senior Frontend Engineer (Angular 11+),Jana Pawła II 22,Warszawa,PL,"Jana Pawła II 22, Warszawa",javascript,partly_remote,Conscensia,http://conscensia.com,180,senior,52.2355943,20.9980939,2022-02-17T15:00:15.208Z,True,conscensia-senior-frontend-engineer,"[{""type"": ""b2b"", ""salary"": {""from"": 20000, ""to"": 25000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/1f5bbf0efa980601931d8dab8a118ea8b7ee6869.jpg?1643293135,"[{""name"": ""HTML/CSS"", ""level"": 4}, {""name"": ""Angular"", ""level"": 4}, {""name"": ""TypeScript"", ""level"": 4}]",False,20000.0,25000.0,1,0,0,0,1,0,12
109,Senior Frontend Developer,Nałęczowska 36c,Lublin,PL,"Nałęczowska 36c, Lublin",javascript,remote,Milo Solutions,http://www.milosolutions.com,50 - 60,senior,51.2507413,22.5086357,2022-02-17T14:04:00.000Z,True,milo-solutions-senior-frontend-developer,"[{""type"": ""b2b"", ""salary"": {""from"": 14000, ""to"": 22500, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/3cbcdf46d4f55b3174857a5ddb39e82693162a08.png?1643020236,"[{""name"": ""MongoDB"", ""level"": 5}, {""name"": ""Node.js"", ""level"": 5}, {""name"": ""JavaScript"", ""level"": 5}]",True,14000.0,22500.0,1,0,0,0,0,0,15
110,Frontend Developer,Wołczyńska 37,Poznań,PL,"Wołczyńska 37, Poznań",javascript,remote,Komputronik Biznes Sp. z o.o.,https://www.komputronikbiznes.pl/,100-150,mid,52.3697418,16.8326334,2022-02-17T14:00:13.226Z,True,komputronik-biznes-sp-z-o-o-frontend-developer,"[{""type"": ""b2b"", ""salary"": {""from"": 8000, ""to"": 15000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/b6baf6b4ff83b216c25b86dd00db7171e94f97ae.jpg?1644847599,"[{""name"": ""CSS"", ""level"": 3}, {""name"": ""TypeScript"", ""level"": 3}, {""name"": ""Vue.js"", ""level"": 4}]",True,8000.0,15000.0,1,0,0,0,0,1,10
111,Frontend Developer,Górnicza 2/57,Poznań,PL,"Górnicza 2/57, Poznań",html,partly_remote,Agencja Interaktywna MDA,https://mda.pl/,30,mid,52.38429,16.8733699,2022-02-17T14:00:13.226Z,True,agencja-interaktywna-mda-front-end-developer-poznan,"[{""type"": ""b2b"", ""salary"": {""from"": 7000, ""to"": 12000, ""currency"": ""pln""}}, {""type"": ""permanent"", ""salary"": {""from"": 5000, ""to"": 10000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/9b593c2e4b113e2429df29f24333f487cc7b25d7.png?1630567744,"[{""name"": ""CSS3"", ""level"": 4}, {""name"": ""HTML5"", ""level"": 4}, {""name"": ""WordPress"", ""level"": 4}]",False,5000.0,10000.0,1,1,0,0,0,0,12
112,Senior Frontend Developer,Centrum,Warszawa,PL,"Centrum, Warszawa",javascript,remote,PTT Consulting,http://www.ptt-consulting.com,12000,senior,52.2293895,21.0131979,2022-02-17T14:00:13.226Z,True,ptt-consulting-senior-frontend-developer-7c82babd-e02e-41dc-8ad0-1ce212961357,"[{""type"": ""b2b"", ""salary"": {""from"": 20160, ""to"": 25200, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/abae8d698f04ca2cff43db741f7a225d90c78323.png?1643378691,"[{""name"": ""CSS"", ""level"": 4}, {""name"": ""HTML5"", ""level"": 4}, {""name"": ""JavaScript"", ""level"": 4}]",True,20160.0,25200.0,1,0,0,0,0,0,12
113,Frontend Developer (Angular),Al. Jerozolimskie 96,Warszawa,PL,"Al. Jerozolimskie 96, Warszawa",html,remote,BlueSoft,https://bluesoft.com,1000+,mid,52.2225651,20.9784998,2022-02-17T14:00:13.226Z,True,bluesoft-frontend-developer-angular,"[{""type"": ""b2b"", ""salary"": None}]",https://bucket.justjoin.it/offers/company_logos/thumb/754bdda0372b8e14ec9493254465982d28fe3e54.png?1638274116,"[{""name"": ""HTML"", ""level"": 4}, {""name"": ""Angular"", ""level"": 4}, {""name"": ""TypeScript"", ""level"": 4}]",True,,,0,0,0,0,1,0,12
114,Junior Frontend Developer,Czarnieckiego 35,Warszawa,PL,"Czarnieckiego 35, Warszawa",javascript,partly_remote,in4mates,https://www.in4mates.com/,65,junior,52.2671419,20.9910225,2022-02-17T14:00:13.226Z,True,in4mates-junior-frontend-developer,"[{""type"": ""b2b"", ""salary"": {""from"": 6000, ""to"": 9000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/6c37be2765a5450139d8278445c1f757775f230d.png?1643291742,"[{""name"": ""HTML"", ""level"": 2}, {""name"": ""TypeScript"", ""level"": 2}, {""name"": ""JavaScript"", ""level"": 2}]",False,6000.0,9000.0,1,0,0,0,0,0,6
115,Senior Frontend Developer,Powstańców Wielkopolskich 18,Kraków,PL,"Powstańców Wielkopolskich 18, Kraków",javascript,partly_remote,Novacura Poland,http://www.novacura.com,150,senior,50.0431279,19.969518,2022-02-17T14:00:13.226Z,True,novacura-poland-frontend-developer,"[{""type"": ""permanent"", ""salary"": {""from"": 15000, ""to"": 20000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/10449fc168f1af658aecc6dfa6e9181eb6888bf5.png?1638781446,"[{""name"": ""Angular"", ""level"": 3}, {""name"": ""JavaScript"", ""level"": 4}, {""name"": ""SAAS/LESS"", ""level"": 4}]",False,15000.0,20000.0,0,1,0,0,1,0,11
116,Senior Frontend Mobile Developer,Powstańców Wielkopolskich 18,Kraków,PL,"Powstańców Wielkopolskich 18, Kraków",mobile,partly_remote,Novacura Poland,http://www.novacura.com,150,senior,50.0431279,19.969518,2022-02-17T14:00:13.226Z,True,novacura-poland-frontend-mobile-developer,"[{""type"": ""permanent"", ""salary"": {""from"": 15000, ""to"": 20000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/142995ee9a3dd481334dd0387764f9e4684cdce3.png?1644242092,"[{""name"": "".Net"", ""level"": 4}, {""name"": ""HTML5"", ""level"": 4}, {""name"": ""CSS"", ""level"": 4}]",False,15000.0,20000.0,0,1,0,0,0,0,12
117,Frontend Developer,Sienkiewicza 9,Białystok,PL,"Sienkiewicza 9, Białystok",javascript,remote,Frontend House,https://frontendhouse.com,60-70,mid,53.134413,23.1622414,2022-02-17T14:00:13.226Z,True,frontend-house-frontend-developer-bialystok,"[{""type"": ""b2b"", ""salary"": {""from"": 15000, ""to"": 30000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/44793fb85b3e8116396b5cb6f249e068fad6bc2d.jpg?1644585458,"[{""name"": ""English"", ""level"": 3}, {""name"": ""React"", ""level"": 3}, {""name"": ""JavaScript"", ""level"": 3}]",True,15000.0,30000.0,1,0,0,1,0,0,9
118,Frontend Developer,Aleja Niepodległości 26/U1,Szczecin,PL,"Aleja Niepodległości 26/U1, Szczecin",java,remote,SB Software Sp. z o.o.,http://www.sb-betting.com,> 60,mid,53.4271919,14.5527624,2022-02-17T13:23:00.000Z,False,sb-software-sp-z-o-o-frontend-developer,"[{""type"": ""b2b"", ""salary"": {""from"": 6000, ""to"": 12000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/dc931081fec0bf261e0d6b8055cdc174c5d77da7.png?1645104113,"[{""name"": ""*webpack"", ""level"": 3}, {""name"": ""*React (16.8+)"", ""level"": 3}, {""name"": ""*JavaScript"", ""level"": 5}]",True,6000.0,12000.0,1,0,0,1,0,0,11
119,Frontend Developer (Vue.js),Centrum,Warszawa,PL,"Centrum, Warszawa",javascript,remote,TISA,http://www.herodot.com,100+,senior,52.2293895,21.0131979,2022-02-17T13:19:00.000Z,True,tisa-group-frontend-developer-vue-js,"[{""type"": ""b2b"", ""salary"": {""from"": 18000, ""to"": 21000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/fd0c1c689201012038407f18e11b1700d77f8e2b.png?1642509831,"[{""name"": ""CSS3"", ""level"": 4}, {""name"": ""HTML5"", ""level"": 4}, {""name"": ""Vue.js"", ""level"": 4}]",True,18000.0,21000.0,1,0,0,0,0,1,12
120,Frontend/ FullStack Developer,"Grunwaldzka, 472C",Gdańsk,PL,"Grunwaldzka, 472C, Gdańsk",javascript,partly_remote,Schibsted,http://www.schibsted.pl/,250,mid,54.4035824,18.5709355,2022-02-17T13:00:18.211Z,True,schibsted-frontend-fullstack-developer,"[{""type"": ""b2b"", ""salary"": {""from"": 15600, ""to"": 18000, ""currency"": ""pln""}}, {""type"": ""permanent"", ""salary"": {""from"": 13000, ""to"": 15000, ""currency"": ""pln""}}]",https://bucket.justjoin.it/offers/company_logos/thumb/86d399de0839ac05140b5ae2682cc2565aa141ea.png?1644584377,"[{""name"": ""Vue.js"", ""level"": 3}, {""name"": ""React"", ""level"": 3}, {""name"": ""JavaScript"", ""level"": 3}]",False,13000.0,15000.0,1,1,0,1,0,1,9
